unit procedure,sampling point,parameter name,parameter detail,mfg_site_bldg,report_site,edmq_method,run number,batch number,date of manufacture,process start,parameter date,local id,value_text(reported),value_num(recorded/full precision),uom,lal,ual,lcl,ucl,lrl,ucl,cl,nel1,nel2,nel3,nel4,ppk,rep,control_precision,action_precision,rejection_precision,scale,summary table,disposition_date,result type,source_system,ctrl_violation,action_violation,rej_violation
IEDL:ADL9-DP-ADL,.,HPLC-RP Pre-Peaks,PRDS-001057,IEDL:ADL9,ADL,MET-000911,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,1.122,1.122000000000000,%,.,4.900000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-RP Pre-Peaks,PRDS-001057,IEDL:ADL9,ADL,MET-000911,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,1.145,1.145000000000000,%,.,4.900000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Aggregate,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,0.054,0.054000000000000,%,.,0.400000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Aggregate,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,0.051,0.051000000000000,%,.,0.400000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Aggregate,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,0.045,0.045000000000000,%,.,0.400000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Aggregate,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,0.050,0.050000000000000,%,.,0.400000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Aggregate,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,0.049,0.049000000000000,%,.,0.400000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Aggregate,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,0.061,0.061000000000000,%,.,0.400000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Aggregate,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,0.068,0.068000000000000,%,.,0.400000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Des-PEG,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,0.012,0.012000000000000,%,.,0.300000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Des-PEG,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,0.007,0.007000000000000,%,.,0.300000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Des-PEG,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,0.010,0.010000000000000,%,.,0.300000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Des-PEG,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,0.002,0.002000000000000,%,.,0.300000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Des-PEG,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,0.003,0.003000000000000,%,.,0.300000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Des-PEG,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,0.014,0.014000000000000,%,.,0.300000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Des-PEG,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,0.010,0.010000000000000,%,.,0.300000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE HMW species A+B,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,1.090,1.090000000000000,%,.,3.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE HMW species A+B,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,1.199,1.199000000000000,%,.,3.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE HMW species A+B,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,1.112,1.112000000000000,%,.,3.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE HMW species A+B,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,1.330,1.330000000000000,%,.,3.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE HMW species A+B,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,1.342,1.342000000000000,%,.,3.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE HMW species A+B,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,1.179,1.179000000000000,%,.,3.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE HMW species A+B,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,1.225,1.225000000000000,%,.,3.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Main Peak,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,98.841,98.841000000000000,%,97.000000000000000,.,97.700000000000000,99.100000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Main Peak,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,98.742,98.742000000000000,%,97.000000000000000,.,97.700000000000000,99.100000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Main Peak,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,98.832,98.832000000000000,%,97.000000000000000,.,97.700000000000000,99.100000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Main Peak,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,98.617,98.617000000000000,%,97.000000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Main Peak,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,98.605,98.605000000000000,%,97.000000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Main Peak,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,98.746,98.746000000000000,%,97.000000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,HPLC-SE Main Peak,PRDS-001057,IEDL:ADL9,ADL,MET-000900,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,98.697,98.697000000000000,%,97.000000000000000,.,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Osmolality,PRDS-001057,IEDL:ADL9,ADL,EP_OSM,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,308,308.000000000000000,mOsm/kg,286.000000000000000,320.000000000000000,298.000000000000000,313.000000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Osmolality,PRDS-001057,IEDL:ADL9,ADL,EP_OSM,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,305,305.000000000000000,mOsm/kg,286.000000000000000,320.000000000000000,298.000000000000000,313.000000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Osmolality,PRDS-001057,IEDL:ADL9,ADL,EP_OSM,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,304,304.000000000000000,mOsm/kg,286.000000000000000,320.000000000000000,298.000000000000000,313.000000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Osmolality,PRDS-001057,IEDL:ADL9,ADL,EP_OSM,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,305,305.000000000000000,mOsm/kg,286.000000000000000,320.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Osmolality,PRDS-001057,IEDL:ADL9,ADL,EP_OSM,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,309,309.000000000000000,mOsm/kg,286.000000000000000,320.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Osmolality,PRDS-001057,IEDL:ADL9,ADL,EP_OSM,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,308,308.000000000000000,mOsm/kg,286.000000000000000,320.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Osmolality,PRDS-001057,IEDL:ADL9,ADL,EP_OSM,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,312,312.000000000000000,mOsm/kg,286.000000000000000,320.000000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010231672,0010231672,2014-12-09 00:00:00,2014-12-04 00:00:00,2014-12-09 00:00:00,.,0.0022656,0.002265600000000,%,0.001000000000000,0.007000000000000,0.001800000000000,0.004400000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,0.002335,0.002335000000000,%,0.001000000000000,0.007000000000000,0.001800000000000,0.004400000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010233263,0010233263,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,0.003000,0.003000000000000,%,0.001000000000000,0.007000000000000,0.001800000000000,0.004400000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,0.003591,0.003591000000000,%,0.001000000000000,0.007000000000000,0.001800000000000,0.004400000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010231673,0010231673,2014-12-19 00:00:00,2014-12-04 00:00:00,2014-12-19 00:00:00,.,0.002800,0.002800000000000,%,0.001000000000000,0.007000000000000,0.001800000000000,0.004400000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,0.002821,0.002821000000000,%,0.001000000000000,0.007000000000000,0.001800000000000,0.004400000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,0.0030,0.003000000000000,% (w/v),0.001000000000000,0.007000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,0.00303,0.003030000000000,% (w/v),0.001000000000000,0.007000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,0.00238,0.002380000000000,% (w/v),0.001000000000000,0.007000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Polysorbate 20,PRDS-001057,IEDL:ADL9,ADL,MET-000737,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,0.0026,0.002600000000000,% (w/v),0.001000000000000,0.007000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010231672,0010231672,2014-12-09 00:00:00,2014-12-04 00:00:00,2014-12-09 00:00:00,.,10.0,10.004000000000000,mg/mL,9.300000000000000,10.700000000000000,9.700000000000000,10.200000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,10.0,10.015000000000000,mg/mL,9.300000000000000,10.700000000000000,9.700000000000000,10.200000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010233263,0010233263,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,9.9,9.916000000000000,mg/mL,9.300000000000000,10.700000000000000,9.700000000000000,10.200000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,9.9,9.941000000000000,mg/mL,9.300000000000000,10.700000000000000,9.700000000000000,10.200000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010231673,0010231673,2014-12-19 00:00:00,2014-12-04 00:00:00,2014-12-19 00:00:00,.,9.8,9.821000000000000,mg/mL,9.300000000000000,10.700000000000000,9.700000000000000,10.200000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,9.8,9.845000000000000,mg/mL,9.300000000000000,10.700000000000000,9.700000000000000,10.200000000000000,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,10.2,10.180000000000000,mg/mL,9.300000000000000,10.700000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,10.1,10.132000000000000,mg/mL,9.300000000000000,10.700000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,10.0,10.042000000000000,mg/mL,9.300000000000000,10.700000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Protein Concentration,PRDS-001057,IEDL:ADL9,ADL,MET-001312,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,10.0,10.009000000000000,mg/mL,9.300000000000000,10.700000000000000,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Silver Purity,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,Conforms to Standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Silver Purity,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,Conforms to Standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Western Blot Anti-product,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,Positive reactivity; main band same position as standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Western Blot Anti-product,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,Positive reactivity; main band same position as standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Western Blot Anti-product,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,Positive reactivity; main band same position as standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Western Blot Anti-product,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010313701,0010313701,2016-11-15 00:00:00,2016-11-15 00:00:00,2016-11-15 00:00:00,.,Positive reactivity; main band same position as standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Western Blot Anti-product,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010313702,0010313702,2016-11-17 00:00:00,2016-11-17 00:00:00,2016-11-17 00:00:00,.,Positive reactivity; main band same position as standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Western Blot Anti-product,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010357907,0010357907,2017-11-13 00:00:00,2017-11-13 00:00:00,2017-11-13 00:00:00,.,Positive reactivity; main band same position as standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,SDS-PAGE Western Blot Anti-product,PRDS-001057,IEDL:ADL9,ADL,MET-000978,0010359662,0010359662,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,.,Positive reactivity; main band same position as standard,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Sterility,PRDS-001057,IEDL:ADL9,ADL,STERILITY,0010232061,0010232061,2014-12-09 00:00:00,2014-12-09 00:00:00,2014-12-09 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Sterility,PRDS-001057,IEDL:ADL9,ADL,STERILITY,0010233264,0010233264,2014-12-17 00:00:00,2014-12-17 00:00:00,2014-12-17 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
IEDL:ADL9-DP-ADL,.,Sterility,PRDS-001057,IEDL:ADL9,ADL,STERILITY,0010232063,0010232063,2014-12-19 00:00:00,2014-12-10 00:00:00,2014-12-19 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,I,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
